headline,article_title,article_url,cluster,category
Trump hasn't said who funded his presidential transition effort despite pledging to disclose donors,The White House didn't respond to multiple questions about when the transition would disclose who funded it.,https://www.nbcnews.com/politics/trump-administration/trump-not-said-funded-presidential-transition-effort-pledging-disclose-rcna204785,1,Politics
Georgia Gov. Brian Kemp passes on running for a key Democratic-held Senate seat,"Kemp, a Republican, was considered a strong potential candidate. Democratic Sen. Jon Ossoff is running for re-election in 2026 in a state Trump carried last year.",https://www.nbcnews.com/politics/2026-election/georgia-gov-brian-kemp-passes-running-key-democratic-held-senate-seat-rcna204926,1,Politics
Trump announces the 2027 NFL draft will be in Washington,The president said that the draft would be held on the National Mall.,https://www.nbcnews.com/politics/trump-administration/trump-set-announce-2027-nfl-draft-will-washington-possibly-national-ma-rcna204753,1,Politics
"DHS to pay $1,000 to undocumented immigrants who self-deport","The Department of Homeland Security announced it will provide travel assistance and a $1,000 stipend to those who use the CBP Home App to leave the United States.",https://www.nbcnews.com/news/latino/trump-pay-1000-undocumented-immigrants-deport-rcna204859,1,Politics
Trump set to raise millions from crypto and meme coin this month,"The first event, a $1.5 million-per-plate fundraiser set for Monday, is among the priciest political fundraisers in recent memory.",https://www.nbcnews.com/business/markets/trump-set-raise-millions-crypto-meme-coin-month-rcna204847,1,Politics
Trump says he will reopen 'enlarged and rebuilt' Alcatraz prison,Alcatraz Island hasn't been used as a federal penitentiary since 1963. It had a capacity of roughly 300 people.,https://www.nbcnews.com/politics/trump-administration/trump-says-will-reopen-enlarged-rebuilt-alcatraz-prison-rcna204743,1,Politics
"In New York, a GOP congressman is shelled with questions about Trump during raucous town hall","At one point, law enforcement personnel surrounded a woman in the audience and then carried her out. It was unclear what exactly led to her removal.",https://www.nbcnews.com/politics/congress/new-york-gop-congressman-shelled-questions-trump-raucous-town-hall-rcna204793,1,Politics
Mike Pence receives JFK Profile in Courage Award for Jan. 6 actions,"""By God’s grace I did my duty that day to support the peaceful transfer of power under the Constitution of the United States of America,” former vice president says.",https://www.nbcnews.com/politics/politics-news/mike-pence-receives-jfk-profile-courage-award-january-6-actions-rcna204763,1,Politics
Trump announces plans for 100% tariffs on all foreign movies,The president said the new import penalties are an effort to spur the production of feature films in America and revitalize Hollywood.,https://www.nbcnews.com/politics/trump-administration/trump-announces-new-tariffs-foreign-movies-rcna204747,1,Politics
"CIA's top doctor sues over her firing, accusing the government of bowing to the far right","Dr. Terry Adirim, director of the CIA’s Center for Global Health Services, accused the government of denying her due process and bowing to far-right activists.",https://www.nbcnews.com/politics/politics-news/cias-top-doctor-suing-agency-firing-lawsuit-says-rcna204656,1,Politics
Trump says he'll call CEOs when he disagrees with their business decisions,Retailers have increasingly offered warnings about the tariffs' impact on consumers.,https://www.nbcnews.com/politics/donald-trump/trump-call-ceos-plans-prices-tariffs-rcna204702,1,Politics
Trump defends the high price tag for his military parade: 'Peanuts compared to the value',"In an exclusive interview with NBC News’ “Meet the Press,” Trump also outlined a White House renovation he hopes to carry out — which he said he will pay for himself.",https://www.nbcnews.com/politics/trump-administration/trump-defends-high-cost-military-parade-peanuts-rcna204581,1,Politics
How GM is trying to revive Cadillac as the quintessential American luxury car brand,The luxury vehicle market is crucial for automakers. The vehicles have higher profit margins than their mainstream counterparts and cater to a more affluent customer.,https://www.nbcnews.com/business/autos/gms-decade-long-battle-revive-cadillac-quintessential-american-luxury-rcna204845,1,Politics
"Air traffic control at Newark Airport briefly lost communication with aircraft, kicking off travel chaos","After the incident last week, the controllers from the Philadelphia TRACON took leave under the Federal Employees Compensation Act.",https://www.nbcnews.com/news/us-news/air-traffic-control-newark-airport-briefly-lost-communication-aircraft-rcna204941,3,Sports
Trump's Hollywood tariffs announcement is met with confusion and fear,A host of questions remain about how the president’s plan to slap duties on foreign productions would work.,https://www.nbcnews.com/business/business-news/trump-hollywood-movie-tariff-announcement-confusion-fear-why-rcna204856,1,Politics
Social Security reduces benefit clawback from 100% to 50% for some,Beneficiaries may owe the Social Security Administration money due to overpayments — when their monthly benefit checks are more than what they are owed.,https://www.nbcnews.com/business/consumer/social-security-reduces-benefit-clawback-100-50-experts-still-warn-dev-rcna204848,1,Politics
Rite Aid files for second bankruptcy in two years,"Rite Aid used its previous bankruptcy in 2023 to cut $2 billion in debt, close hundreds of stores, sell its pharmacy benefit company and negotiate settlements with its lenders.",https://www.nbcnews.com/business/business-news/rite-aid-files-second-bankruptcy-two-years-rcna204958,1,Politics
Trump set to raise millions from crypto and meme coin this month,"The first event, a $1.5 million-per-plate fundraiser set for Monday, is among the priciest political fundraisers in recent memory.",https://www.nbcnews.com/business/markets/trump-set-raise-millions-crypto-meme-coin-month-rcna204847,1,Politics
"Skechers to be acquired by 3G Capital in take-private deal, shares soar 25%","The price 3G Capital agreed to pay represents a 30% premium to Skechers’ current valuation on the public markets, which is in line with similar takeover deals.",https://www.nbcnews.com/business/business-news/skechers-acquired-3g-capital-take-private-deal-shares-soar-25-rcna204846,1,Politics
U.S. crude oil prices fall after OPEC+ agrees to surge production in June,"The eight producers in the group, led by Saudi Arabia, agreed Saturday to increase output by 411,000 more barrels per day in June.",https://www.nbcnews.com/business/energy/us-crude-oil-prices-fall-opec-agrees-surge-production-june-rcna204844,1,Politics
New college grads face a tougher job market — again,Pessimism runs high in the class of 2025 after entry-level hiring prospects have tightened for two years straight and a student debt crackdown begins.,https://www.nbcnews.com/business/economy/new-college-grads-face-tougher-job-market-rcna204249,1,Politics
Trump says he'll call CEOs when he disagrees with their business decisions,Retailers have increasingly offered warnings about the tariffs' impact on consumers.,https://www.nbcnews.com/politics/donald-trump/trump-call-ceos-plans-prices-tariffs-rcna204702,1,Politics
Stocks unleash remarkable comeback after a historic dive from Trump's tariffs announcement,The S&P 500 has notched its longest winning streak in 20 years after suffering some of its worst-ever drawdowns.,https://www.nbcnews.com/business/markets/stocks-unleash-remarkable-comeback-after-volatile-month-trump-tariffs-rcna204213,1,Politics
Major delays at Newark Liberty Airport wreak havoc with weekend travel plans,United Airlines canceled dozens of flights at Newark following a chaotic week of travel that left some passengers dealing with massive delays.,https://www.nbcnews.com/news/us-news/delays-newark-airport-weekend-rcna204623,3,Sports
How tariffs are affecting the Kentucky Derby,Uncertainty over the economy due to President Donald Trump’s oscillating tariff policies looms large over America’s longest running sporting event.,https://www.nbcnews.com/business/taxes/tariffs-are-affecting-kentucky-derby-rcna204533,1,Politics
Warren Buffett to ask board to make Greg Abel CEO of Berkshire Hathaway at year-end,"Buffett noted he would still ‘hang around’ to help, but the final word on company operations would be with Abel, currently the vice chairman of non-insurance operations for Berkshire.",https://www.nbcnews.com/news/us-news/warren-buffett-greg-abel-ceo-succession-rcna204634,3,Sports
Retailers are turning the trade war into a sales event,Buy now or pay later: Brands beg shoppers to spend before Trump’s tariffs hit their prices.,https://www.nbcnews.com/business/consumer/retailers-are-turning-trade-war-sales-event-rcna204066,1,Politics
Temu halts shipping direct from China as de minimis tariff loophole is cut off,"The loophole, which allowed items worth $800 or below to enter the U.S. duty-free since 2016, expired Friday as an executive order signed by Trump last month.",https://www.nbcnews.com/business/business-news/temu-halts-shipping-direct-china-de-minimis-tariff-loophole-cut-rcna204597,1,Politics
"Trump downplays recession fears, saying the U.S. would be 'OK' in the long term","Speaking to NBC News’ “Meet the Press,” Trump said the U.S. is in a “transition period” but will “do fantastically” in the long run.",https://www.nbcnews.com/politics/trump-administration/trump-downplays-recession-fears-saying-us-ok-long-term-rcna203511,1,Politics
"Kohl's CEO fired for steering business to a person with whom he had a relationship, retailer says",An investigation by an outside law firm found that Ashley Buchanan had not disclosed the relationship as required by company policy.,https://www.nbcnews.com/news/us-news/kohls-ceo-fired-steering-business-person-relationship-retailer-says-rcna204441,1,Politics
American Airlines to debut new suites with sliding doors after delays,"American first unveiled the new design in September 2022 and expected to start flying the new seats in 2024 but, like other carriers, faced delays from suppliers.",https://www.nbcnews.com/business/travel/american-airlines-debut-new-suites-sliding-doors-delays-rcna204457,1,Politics
Jeff Bezos discloses plan to sell up to $4.8 billion in Amazon stock,"Bezos, who stepped down as CEO in 2021 but remains Amazon’s top shareholder, is selling the shares as part of a trading plan adopted on March 4, the filing states.",https://www.nbcnews.com/business/business-news/jeff-bezos-discloses-plan-sell-4point8-billion-amazon-stock-rcna204458,1,Politics
"Until NFL investigation ends, Justin Tucker could have a difficult time finding a new team",The Ravens have released kicker Justin Tucker. NBC SPORTS,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/until-nfl-investigation-ends-justin-tucker-could-have-a-difficult-time-finding-a-new-team?cid=nbcnews,3,Sports
"Sports Icons Shine at the 2025 Met Gala: Angel Reese, Jalen Hurts, Simone Biles and more",The biggest names in sports took the red carpet at the 2025 Met Gala. NBC SPORTS,https://www.nbcsports.com/wnba/news/sports-icons-shine-at-the-2025-met-gala-angel-reese-jalen-hurts-simone-biles-and-more?cid=nbcnews,0,Business
"Ted Cruz: NFL has been ""tiptoeing up to the rule"" protecting college and high school football","Hearing on broadcast vs. streaming could spark new legislation, eventually. NBC SPORTS",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/ted-cruz-nfl-has-been-tiptoeing-up-to-the-rule-protecting-college-and-high-school-football?cid=nbcnews,3,Sports
Billy Horschel's Ryder Cup dreams likely dashed with this announcement,Horschel revealed Tuesday that he will be sidelined until at least late summer because of right hip surgery that will take place next week in Colorado. NBC SPORTS,https://www.nbcsports.com/golf/news/billy-horschels-ryder-cup-dreams-likely-dashed-with-this-announcement?cid=nbcnews,3,Sports
Nylander has 2 goals and an assist as Maple Leafs beat Panthers 5-4 in Game 1 of 2nd round series,"Matthew Knies and Chris Tanev each had a goal and an assist, and Morgan Rielly also scored for the Maple Leafs. NBC SPORTS",https://www.nbcsports.com/nhl/news/nylander-has-2-goals-and-an-assist-as-maple-leafs-beat-panthers-5-4-in-game-1-of-2nd-round-series?cid=nbcnews,3,Sports
NASCAR Championship Weekend moving to Homestead in 2026,NASCAR will begin rotating sites for the championship race in 2026. NBC SPORTS,https://www.nbcsports.com/nascar/news/nascar-championship-weekend-moving-to-homestead-in-2026?cid=nbcnews,3,Sports
A key ruling in Jon Gruden's pending lawsuit could come at any time,"In Monday's item about former Raiders, Buccaneers, and Raiders coach Jon Gruden joining the AF1's Nashville Kats as a part owner and adviser, we mentioned his pending lawsuit against the NFL and Commissioner Roger Goodell. NBC SPORTS",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/a-key-ruling-in-jon-grudens-pending-lawsuit-could-come-at-any-time?cid=nbcnews,3,Sports
"Minnesota Timberwolves vs. Golden State Warriors Preview: 2025 NBA Playoffs series prediction, schedule",This is only the third ever meeting of the No. 6 and No. 7 seeds in the playoffs. NBC SPORTS,https://www.nbcsports.com/nba/news/minnesota-timberwolves-vs-golden-state-warriors-preview-2025-nba-playoffs-series-prediction-schedule?cid=nbcnews,3,Sports
Knicks vs. Celtics Game 1: New York steals (Mikal Bridges literally) Game 1 from Boston in overtime thriller,Celtics set a playoff record with 45 missed 3-pointers in a game where they launched 60. NBC SPORTS,https://www.nbcsports.com/nba/news/new-york-steals-mikal-bridges-literally-game-1-from-boston-in-overtime-thriller?cid=nbcnews,3,Sports
"New York Islanders win the NHL draft lottery, securing the No. 1 selection. Sharks will pick second","The New York Islanders, who missed the playoffs for the second time in four seasons, earned a remarkable lottery win by entering the day with a 3.5% shot — the 10th-best odds — of seeing their numbers come up. NBC SPORTS",https://www.nbcsports.com/nhl/news/new-york-islanders-win-the-nhl-draft-lottery-securing-the-no-1-selection-sharks-will-pick-second?cid=nbcnews,3,Sports
Nuggets vs. Thunder Game 1: Aaron Gordon 3-pointer caps Denver comeback to steal Game 1 in Oklahoma City,Nikola Jokic was the best player on the floor with 42 points and 22 rebounds. NBC SPORTS,https://www.nbcsports.com/nba/news/aaron-gordon-3-pointer-caps-19-6-denver-run-to-come-from-behind-steal-game-1-in-oklahoma-city-121-119?cid=nbcnews,3,Sports
"Michael Strahan, Eli Manning prepare competing bids for Giants' minority stake",Two former teammates will soon be competing for a piece of their team. NBC SPORTS,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/michael-strahan-eli-manning-prepare-competing-bids-for-giants-minority-stake?cid=nbcnews,3,Sports
"Jalen Milroe working to become a more ""efficient passer"" ahead of rookie season","Jalen Milroe was a successful quarterback at Alabama, but his ability to make plays with his feet led to discussion heading into the draft about whether he'd be used in other ways as an NFL player. NBC SPORTS",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/jalen-milroe-working-to-become-a-more-efficient-passer-ahead-of-rookie-season?cid=nbcnews,3,Sports
"Barry Sanders thinks Jahmyr Gibbs, David Montgomery can lead the Lions to a Super Bowl",Saquon Barkley's big season with the Eagles has led to renewed talk that NFL teams can ride a running back to the Super Bowl. NBC SPORTS,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/barry-sanders-thinks-jahmyr-gibbs-david-montgomery-can-lead-the-lions-to-a-super-bowl?cid=nbcnews,3,Sports
A second person has been charged with murder of reporter during Super Bowl week,Another suspect has been charged with killing a Kansas City-based reporter during Super Bowl week in New Orleans. NBC SPORTS,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/a-second-person-has-been-charged-with-murder-of-reporter-during-super-bowl-week?cid=nbcnews,3,Sports
"Matthew Stafford, Rams will have another early offseason of uncertainty","In the NFL, no deal is ever done until it's done. NBC SPORTS",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/matthew-stafford-rams-will-have-another-early-offseason-of-uncertainty?cid=nbcnews,3,Sports
NFL declines comment on proposed White House cuts to TBI research and education,Commissioner Roger Goodell went to Washington on Monday. NBC SPORTS,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/nfl-declines-comment-on-proposed-white-house-cuts-to-tbi-research-and-education?cid=nbcnews,3,Sports
"Ravens made a ""football decision"" (wink, nod) about Justin Tucker","P.R. fallout be damned, the team carefully avoided a potential CBA issue. NBC SPORTS",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/ravens-made-a-football-decision-wink-nod-about-justin-tucker?cid=nbcnews,3,Sports
Ravens will designate Justin Tucker as a post-June 1 cut,The Ravens announced Monday they are releasing kicker Justin Tucker. NBC SPORTS,https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/ravens-will-designate-justin-tucker-as-a-post-june-1-cut?cid=nbcnews,3,Sports
Ravens release Justin Tucker,"The move comes with Tucker under NFL investigation for misconduct, but the Ravens call it a football decision. NBC SPORTS",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/ravens-release-justin-tucker?cid=nbcnews,3,Sports
"Curry leaves Warriors’ win vs. Wolves with hamstring strain, putting rest of series in question","Curry leaves Warriors’ win vs. Wolves with hamstring strain, putting rest of series in question",https://apnews.com/article/nba-playoffs-warriors-timberwolves-curry-ea429388284d38dc4726c7a504a6a898,3,Sports
Golden State star Stephen Curry was sidelined by a strained left hamstring early in the second quarter at Minnesota and the Warriors were bracing for an extended absence of their sharpshooting leader after opening the series by beating the Timberwolves 99-88.,"Curry leaves Warriors’ win vs. Wolves with hamstring strain, putting rest of series in question",https://apnews.com/article/nba-playoffs-warriors-timberwolves-curry-ea429388284d38dc4726c7a504a6a898,3,Sports
Haliburton’s 3 with 1.1 seconds left gives Pacers 120-119 stunning win over Cavs and 2-0 series lead,Haliburton’s 3 with 1.1 seconds left gives Pacers 120-119 stunning win over Cavs and 2-0 series lead,https://apnews.com/article/nba-playoffs-pacers-cavaliers-haliburton-3ab13caac21987ef156ea8c2e8cb9dab,3,Sports
Jaccob Slavin scores in OT as the Hurricanes beat the Capitals in Game 1 of their 2nd-round series,Jaccob Slavin scores in OT as the Hurricanes beat the Capitals in Game 1 of their 2nd-round series,https://apnews.com/article/hurricanes-capitals-score-nhl-playoffs-cf3a91e770ad093adec0deb215ab3476,3,Sports
Oilers rally for NHL-record fifth straight time to beat Golden Knights 4-2 in Game 1,Oilers rally for NHL-record fifth straight time to beat Golden Knights 4-2 in Game 1,https://apnews.com/article/oilers-golden-knights-score-nhl-playoffs-9741061ec6e71f1be1574c1b1b26d1d4,3,Sports
"Kentucky Derby winner Sovereignty won’t run in the Preakness, dashing Triple Crown possibility","Kentucky Derby winner Sovereignty won’t run in the Preakness, dashing Triple Crown possibility",https://apnews.com/article/sovereignty-preakness-triple-crown-e2368353711c0671ed019989a763b461,3,Sports
‘We were lucky to get out of this series’ - Steve Kerr ‘could not be more proud’ as Golden State Warriors blast past Houston Rockets,‘We were lucky to get out of this series’ - Steve Kerr ‘could not be more proud’ as Golden State Warriors blast past Houston Rockets,https://apnews.com/video/we-were-lucky-to-get-out-of-this-series-steve-kerr-could-not-be-more-proud-as-golden-state-warriors-blast-past-houston-rockets-00000196a136d9a2a5fff1ff3aaa0000,3,Sports
Trump announces Washington will host the 2027 NFL draft on the National Mall,Trump announces Washington will host the 2027 NFL draft on the National Mall,https://apnews.com/video/trump-announces-washington-will-host-the-2027-nfl-draft-on-the-national-mall-151bf99a6ebe4494a1e08f8e06d622f8,1,Politics
Harry Kane ends his trophy drought while at Bayern Munich and Trent Alexander-Arnold calls time on his Liverpool career,Harry Kane ends his trophy drought while at Bayern Munich and Trent Alexander-Arnold calls time on his Liverpool career,https://apnews.com/video/harry-kane-ends-his-trophy-drought-while-at-bayern-munich-and-trent-alexander-arnold-calls-time-on-his-liverpool-career-00000196a136db25adf7ab374e4c0000,3,Sports
"Road, sweet road: Visiting teams go 4-0 in Game 1 of NBA conference semifinals, a league first","Road, sweet road: Visiting teams go 4-0 in Game 1 of NBA conference semifinals, a league first",https://apnews.com/article/nba-playoffs-road-wins-058bbd4308df6252072ebe41c7690b15,3,Sports
"NBA playoffs are seeing close games become the norm. And there have been some heroic moments, too","NBA playoffs are seeing close games become the norm. And there have been some heroic moments, too",https://apnews.com/article/nba-playoffs-last-second-winners-e18742ea59aa43ff4da71b2478006e95,3,Sports
"Sliding mitts are baseball’s ‘must-have,’ even if at youth levels, they’re all fashion, no function","Sliding mitts are baseball’s ‘must-have,’ even if at youth levels, they’re all fashion, no function",https://apnews.com/article/sliding-mitts-little-league-566b12315127f05ac75571e8a5d4d062,3,Sports
"Trump, Congress and city council: Managing relationships, DC’s mayor walks a tightrope","Trump, Congress and city council: Managing relationships, DC’s mayor walks a tightrope",https://apnews.com/article/dc-budget-trump-mayor-congress-city-council-a8b559ad96794edbcd4bde6a7f696381,1,Politics
The stars are still aligned in golf as the PGA Championship nears,The stars are still aligned in golf as the PGA Championship nears,https://apnews.com/article/scheffler-dechambeau-mcilroy-spieth-pga-championship-118eb4085a99cac2a927b8e938aab7a0,3,Sports
Mitchell and shorthanded Cavaliers don’t have enough at the end and go down 2-0 in series to Pacers,Mitchell and shorthanded Cavaliers don’t have enough at the end and go down 2-0 in series to Pacers,https://apnews.com/article/nba-playoffs-cavaliers-pacers-f7f0f008ad0680a8ca055ab399a54deb,3,Sports
Warriors take Game 1 from cold-shooting Wolves 99-88 despite Curry’s departure with hamstring strain,Warriors take Game 1 from cold-shooting Wolves 99-88 despite Curry’s departure with hamstring strain,https://apnews.com/article/nba-playoffs-warriors-timberwolves-score-bb7b767b70afb93617db7d4894a4800e,3,Sports
"Rookie GM Brian Gregory says he’s ready to rebuild the Suns, touts closeness with owner Mat Ishbia","Rookie GM Brian Gregory says he’s ready to rebuild the Suns, touts closeness with owner Mat Ishbia",https://apnews.com/article/suns-brian-gregory-mat-ishbia-d2c50b6f4b64910344e9099a98cd4915,3,Sports
"Mobley, Garland and Hunter declared out for Cavaliers going into Game 2 against Pacers","Mobley, Garland and Hunter declared out for Cavaliers going into Game 2 against Pacers",https://apnews.com/article/nba-playoffs-cavaliers-garland-mobley-hunter-fa38bf9a73ee82ac91f550ae901dbf67,3,Sports
Raleigh’s pinch-hit single in 9th inning sends Mariners past Athletics 5-3,Raleigh’s pinch-hit single in 9th inning sends Mariners past Athletics 5-3,https://apnews.com/article/mariners-athletics-score-raleigh-rodriguez-d5462a9a48728e24ee77a559cdcd6768,3,Sports
Verlander winless in 8 starts with the Giants,Verlander winless in 8 starts with the Giants,https://apnews.com/article/giants-justin-verlander-2632d6a004e07ae8a87470c429abea41,3,Sports
